user_id,passion,hobby,education_level,age,skills,openness,conscientiousness,extraversion,agreeableness,neuroticism,salary_importance,work_life_balance,career_title
user_3606,Fitness,Astronomy,Doctorate,38,"Weightlifting,Data Analysis,Driving",1,8,7,10,1,8,1,AI Engineer
user_3607,Fitness,Chess,Vocational,59,"Research,Time Management,Sewing,Digital Marketing",5,6,8,2,7,2,6,Farm Worker
user_3608,Entrepreneurship,Playing Guitar,Bachelor's,24,"Programming,Data Analysis",4,7,8,3,7,9,5,Software Engineer
user_3609,Music,Baking,Vocational,24,"Empathy,Critical Thinking,First Aid",5,3,5,9,6,2,2,Registered Nurse
user_3610,Writing,Origami,Associate's,33,"Writing,Singing,Negotiation,Leadership,Electrical Repair",4,4,5,7,7,8,7,Cybersecurity Specialist
user_3611,Astronomy,Hiking,Bachelor's,18,"Weightlifting,Leadership,Electrical Repair",8,5,7,5,4,9,6,Mechanic
user_3612,Sports,Origami,Doctorate,39,"First Aid,Carpentry,Singing,Digital Marketing",6,9,9,8,5,3,2,Chef
user_3613,Fitness,Writing,Bachelor's,55,"Empathy,Leadership,Time Management,Digital Marketing",1,2,9,7,1,9,1,Environmental Scientist
user_3614,Technology,Board Games,Bachelor's,46,"Research,Programming,Conflict Resolution,Sewing,Cybersecurity",5,3,8,1,10,9,4,Plumber
user_3615,Travel,Writing,Vocational,50,"UI/UX Design,Empathy",6,4,7,4,5,8,2,Journalist
user_3616,Fitness,Reading,Vocational,32,"First Aid,Empathy,Critical Thinking",10,2,5,9,1,9,8,Registered Nurse
user_3617,Dancing,Board Games,Doctorate,20,"Leadership,Weightlifting,Writing,Video Editing",9,7,10,5,7,2,9,Financial Analyst
user_3618,Animals,Volunteering,Bachelor's,23,"Empathy,Leadership,Public Speaking",3,7,3,5,7,4,1,Elementary Teacher
user_3619,Astronomy,Running,Bachelor's,44,"Electrical Repair,Weightlifting,Photography,Foreign Languages,Robotics",1,4,3,2,2,3,5,Psychologist
user_3620,Animals,Pottery,Associate's,34,"Singing,Driving",6,2,10,10,7,9,4,Biomedical Engineer
user_3621,Acting,Traveling,Vocational,49,"Programming,Negotiation",10,7,1,3,4,4,10,Social Worker
user_3622,Cooking,Painting,Associate's,30,"UI/UX Design,Cooking,Singing,Empathy,Cybersecurity",2,2,7,3,6,10,7,Actor
user_3623,Film,Traveling,Bachelor's,46,"Robotics,Data Analysis,Video Editing,Photography,Cybersecurity",6,10,4,9,1,10,7,Marketing Manager
user_3624,Animals,Photography,Master's,28,"Driving,Cybersecurity,First Aid",5,1,3,7,1,9,4,Mechanic
user_3625,Cars,Yoga,High School,50,"Sewing,UI/UX Design,Singing,Critical Thinking",3,1,5,10,6,5,10,Construction Worker
user_3626,Gardening,Playing Guitar,Master's,44,"Singing,Leadership,Graphic Design,Critical Thinking,Cooking",4,10,3,5,2,4,4,Farm Worker
user_3627,Dancing,Collecting Stamps,Doctorate,37,"Critical Thinking,Singing,Time Management,Public Speaking",3,1,9,5,3,8,4,Social Worker
user_3628,Astronomy,Writing,Master's,45,"Cybersecurity,First Aid,Leadership,Robotics",3,10,7,2,3,1,6,Psychologist
user_3629,Animals,Reading,High School,30,"Critical Thinking,First Aid",3,5,5,4,8,7,3,Registered Nurse
user_3630,Magic,Swimming,Doctorate,58,"Research,Writing,Public Speaking,UI/UX Design,Photography",8,1,8,1,2,1,10,Construction Worker
user_3631,Acting,Fishing,Doctorate,46,"Cybersecurity,Photography,Electrical Repair,Graphic Design",2,8,2,9,6,7,10,Mechanic
user_3632,Languages,Fishing,Master's,23,"Singing,Time Management,Research,Data Analysis",9,7,3,4,10,4,8,Pilot
user_3633,Astronomy,Photography,Associate's,43,"Sewing,Data Analysis,Programming",1,1,5,8,2,10,5,Construction Worker
user_3634,Volunteering,Volunteering,Associate's,26,"Critical Thinking,Empathy,First Aid",1,3,8,5,3,4,8,Registered Nurse
user_3635,Collecting,Origami,Associate's,48,"Graphic Design,Project Management",7,1,6,7,3,10,3,Mechanic
user_3636,Volunteering,Rock Climbing,Doctorate,54,"Critical Thinking,Empathy,First Aid",3,10,9,7,3,9,2,Registered Nurse
user_3637,Volunteering,Running,Associate's,30,"Time Management,Graphic Design,Photography,Empathy",6,9,3,7,4,8,5,HR Manager
user_3638,History,Origami,High School,56,"Singing,Data Analysis,Empathy,Photography,Time Management",2,8,3,4,3,9,9,Dentist
user_3639,Entrepreneurship,Chess,Doctorate,49,"Data Analysis,Programming,Critical Thinking",8,6,6,4,3,5,2,Data Scientist
user_3640,Cars,Yoga,Master's,57,"First Aid,Driving",2,1,8,2,8,9,8,Mechanic
user_3641,Music,Reading,Associate's,38,"Cooking,Writing,AI Prompt Engineering,Critical Thinking",3,8,6,4,8,4,8,UX Designer
user_3642,Sports,Yoga,Associate's,54,"Empathy,Data Analysis,Carpentry,UI/UX Design,Video Editing",10,6,2,5,4,7,10,Civil Engineer
user_3643,Languages,Pottery,Associate's,33,"Empathy,UI/UX Design,Public Speaking,Project Management",10,8,1,9,10,6,4,HR Manager
user_3644,Collecting,Board Games,Doctorate,41,"Programming,Data Analysis",8,7,10,3,5,7,2,Data Scientist
user_3645,Music,Yoga,Doctorate,37,"AI Prompt Engineering,Critical Thinking,Programming,Cooking,Public Speaking",6,2,6,10,5,10,1,UX Designer
user_3646,Technology,Dancing,Master's,25,"Programming,Critical Thinking,Data Analysis",8,3,9,2,8,8,5,Software Engineer
user_3647,Fashion,Dancing,Doctorate,31,"Research,Driving",2,6,5,6,2,7,5,Sales Representative
user_3648,Entrepreneurship,Rock Climbing,Bachelor's,18,"Time Management,Electrical Repair",5,2,9,9,7,9,3,Electrician
user_3649,Fashion,Singing,Vocational,58,"Public Speaking,Driving,Electrical Repair",6,6,8,9,7,2,7,Architect
user_3650,Collecting,Collecting Stamps,Vocational,28,"Programming,Foreign Languages,Critical Thinking",7,3,1,7,7,8,3,Mechanic
user_3651,Writing,Baking,High School,29,"AI Prompt Engineering,Video Editing,Photography",9,1,3,7,5,10,3,HR Manager
user_3652,Photography,Drawing,Bachelor's,34,"UI/UX Design,Graphic Design",6,8,9,4,7,4,7,Graphic Designer
user_3653,Meditation,Fishing,Vocational,45,"Public Speaking,Graphic Design",2,9,2,3,4,1,8,Civil Engineer
user_3654,Sports,Drawing,Bachelor's,31,"Graphic Design,UI/UX Design",2,1,8,5,6,3,1,Graphic Designer
user_3655,Cars,Baking,Bachelor's,25,"Leadership,Programming,Research,Negotiation",2,2,2,6,1,5,2,Biomedical Engineer
user_3656,Volunteering,Video Gaming,Associate's,21,"Video Editing,Electrical Repair,Research",1,4,10,1,10,8,4,Statistician
user_3657,Photography,Bird Watching,High School,56,"Public Speaking,First Aid",6,2,5,2,5,7,9,Biomedical Engineer
user_3658,Technology,Running,Vocational,36,"Cooking,UI/UX Design,AI Prompt Engineering",2,3,8,6,4,7,3,Sales Representative
user_3659,Photography,Writing,Vocational,64,"Writing,Cooking,Programming,Research",10,2,8,9,4,6,7,Environmental Scientist
user_3660,Gaming,Photography,High School,52,"Negotiation,Electrical Repair,Writing,Graphic Design",8,1,8,8,6,8,7,Social Worker
user_3661,Environment,Volunteering,Vocational,44,"First Aid,Critical Thinking",9,3,9,2,6,10,8,Registered Nurse
user_3662,Chess,Swimming,Master's,18,"Robotics,Leadership",6,4,5,8,6,6,1,UX Designer
user_3663,Environment,Meditation,Associate's,35,"Empathy,AI Prompt Engineering,Carpentry,Video Editing,Foreign Languages",4,10,6,2,10,9,2,Electrician
user_3664,Reading,Board Games,Master's,38,"Programming,Critical Thinking,Data Analysis",4,6,9,10,10,7,2,Data Scientist
user_3665,Meditation,Traveling,Doctorate,58,"Leadership,Electrical Repair,Graphic Design,Research,Singing",8,10,8,9,10,3,10,Electrician
user_3666,Gardening,Running,Associate's,21,"AI Prompt Engineering,Financial Literacy",1,7,3,6,1,10,5,Cybersecurity Specialist
user_3667,Animals,Reading,Vocational,41,"Empathy,Carpentry,Conflict Resolution,Leadership",9,10,8,4,8,9,5,Social Worker
user_3668,Art,Drawing,Associate's,35,"Graphic Design,UI/UX Design,Creativity",10,8,4,1,10,1,6,Graphic Designer
user_3669,Animals,Volunteering,Master's,55,"Leadership,Empathy,Public Speaking",3,4,2,4,8,5,5,Elementary Teacher
user_3670,Astronomy,Cycling,Associate's,65,"Programming,Writing",5,9,9,4,9,3,7,Cybersecurity Specialist
user_3671,Languages,Origami,High School,38,"Video Editing,UI/UX Design,Conflict Resolution",3,1,8,7,8,10,6,HR Manager
user_3672,Fashion,Painting,Associate's,19,"Foreign Languages,Conflict Resolution",10,8,4,7,6,9,8,Actor
user_3673,Chess,Crafts,Master's,54,"Public Speaking,Leadership",6,8,2,10,1,10,4,Elementary Teacher
user_3674,Writing,Pottery,Master's,33,"Robotics,Video Editing,Programming,Foreign Languages,Graphic Design",8,2,3,6,6,1,8,Social Worker
user_3675,Film,Bird Watching,Master's,28,"First Aid,Public Speaking,Research,Singing,Photography",5,5,5,4,5,1,3,Actor
user_3676,Animals,Fishing,Associate's,37,"Critical Thinking,Empathy,First Aid",9,2,9,7,9,4,3,Registered Nurse
user_3677,Fitness,Playing Guitar,Bachelor's,18,"Data Analysis,Project Management",7,10,10,3,9,10,8,Statistician
user_3678,Environment,Writing,Vocational,37,"Writing,Financial Literacy,Driving,Video Editing,Public Speaking",2,4,2,1,10,9,7,Biomedical Engineer
user_3679,Astronomy,Cycling,Master's,26,"Cooking,Project Management,Carpentry,Conflict Resolution,Electrical Repair",2,1,7,9,5,7,7,Environmental Scientist
user_3680,Cooking,Skiing,Doctorate,55,"Financial Literacy,Public Speaking",4,8,5,10,8,4,7,Chef
user_3681,Cooking,Yoga,Master's,53,"Foreign Languages,Financial Literacy,Weightlifting,Critical Thinking,Graphic Design",6,6,8,3,2,4,2,HR Manager
user_3682,Animals,Rock Climbing,Doctorate,21,"Research,Leadership,Carpentry",10,8,7,8,3,3,1,Actor
user_3683,Reading,Swimming,Master's,55,"Robotics,AI Prompt Engineering,Critical Thinking,Project Management",8,9,4,7,8,8,5,Financial Analyst
user_3684,Animals,Volunteering,Bachelor's,56,"Empathy,Public Speaking,Leadership",7,1,5,2,3,9,2,Elementary Teacher
user_3685,Meditation,Singing,Associate's,35,"Carpentry,Financial Literacy,Singing,Photography",10,7,4,3,5,8,1,Sales Representative
user_3686,Dancing,Cooking,High School,20,"Digital Marketing,Graphic Design,Video Editing,Singing,Public Speaking",9,1,7,9,3,5,3,Pilot
user_3687,Travel,Painting,Master's,54,"Time Management,Data Analysis,Singing",8,6,10,10,1,6,9,Psychologist
user_3688,Reading,Singing,Associate's,61,"Graphic Design,Conflict Resolution",9,9,1,4,5,7,8,Marketing Manager
user_3689,Languages,Chess,Bachelor's,33,"Programming,Sewing",7,4,8,1,8,3,2,Architect
user_3690,Reading,Yoga,Master's,40,"Critical Thinking,Data Analysis,Programming",8,6,3,5,1,1,2,Data Scientist
user_3691,Fashion,Running,High School,36,"Project Management,Writing",8,1,2,6,4,4,9,Psychologist
user_3692,Dancing,Traveling,Vocational,33,"Empathy,Weightlifting",2,9,8,5,1,1,8,Biomedical Engineer
user_3693,Cooking,Playing Guitar,Doctorate,49,"Public Speaking,Empathy,Financial Literacy,Conflict Resolution,Photography",6,7,8,3,10,5,5,Financial Analyst
user_3694,Magic,Bird Watching,Vocational,50,"Financial Literacy,Digital Marketing,Critical Thinking",4,3,7,1,4,3,3,Chef
user_3695,Travel,Yoga,Doctorate,35,"Robotics,Electrical Repair",4,1,10,9,2,9,2,Social Worker
user_3696,Reading,Playing Guitar,Associate's,56,"Negotiation,Carpentry,Project Management,Leadership,Cybersecurity",9,4,3,1,10,4,10,Biomedical Engineer
user_3697,Photography,Drawing,High School,28,"Creativity,UI/UX Design,Graphic Design",5,5,5,3,10,8,4,Graphic Designer
user_3698,Languages,Chess,Master's,31,"Writing,Driving,Negotiation",6,8,4,8,9,6,2,Financial Analyst
user_3699,Dancing,Painting,Bachelor's,34,"Video Editing,Cybersecurity,Empathy,AI Prompt Engineering",7,8,6,8,1,6,8,Financial Analyst
user_3700,Magic,Playing Guitar,Vocational,32,"Video Editing,Carpentry,Sewing,Financial Literacy",6,6,1,2,4,6,9,Electrician
user_3701,Photography,Video Gaming,Vocational,60,"Programming,UI/UX Design,Driving",3,3,1,2,8,4,9,Statistician
user_3702,Collecting,Running,Doctorate,65,"Foreign Languages,Digital Marketing,Programming,Sewing,Writing",1,10,10,7,5,9,9,Journalist
user_3703,Gaming,Cycling,Master's,28,"Time Management,Research,Graphic Design,Programming",3,10,9,5,10,4,9,Lawyer
user_3704,Travel,Painting,Master's,64,"AI Prompt Engineering,Critical Thinking,Conflict Resolution,Leadership,Empathy",7,4,3,1,2,4,1,Construction Worker
user_3705,Entrepreneurship,Traveling,Master's,22,"Driving,Singing",7,7,5,2,2,6,2,HR Manager
user_3706,History,Swimming,Associate's,56,"Singing,Project Management,Foreign Languages,Time Management,Programming",1,9,1,1,5,8,1,Financial Analyst
user_3707,Environment,Rock Climbing,Master's,37,"UI/UX Design,Time Management,Graphic Design",4,5,10,8,4,2,1,Social Worker
user_3708,Animals,Volunteering,Master's,32,"Public Speaking,Leadership,Empathy",2,7,1,2,1,10,8,Elementary Teacher
user_3709,Collecting,Baking,Doctorate,24,"Data Analysis,Negotiation",2,1,7,1,10,8,9,Civil Engineer
user_3710,Fashion,Writing,Bachelor's,61,"Conflict Resolution,UI/UX Design,Foreign Languages,Driving,Robotics",4,2,1,1,10,5,6,Sales Representative
user_3711,Gardening,Baking,Vocational,28,"Graphic Design,First Aid,Weightlifting,Conflict Resolution,Writing",3,6,1,8,7,3,4,AI Engineer
user_3712,Fitness,Singing,Associate's,50,"Graphic Design,Writing,UI/UX Design",5,10,4,7,1,2,7,UX Designer
user_3713,Astronomy,Hiking,Bachelor's,28,"Robotics,Weightlifting,Driving",6,8,6,9,5,9,4,UX Designer
user_3714,Travel,Astronomy,Master's,57,"Programming,Project Management",10,6,8,9,9,3,3,Cybersecurity Specialist
user_3715,Collecting,Painting,Doctorate,26,"Robotics,Critical Thinking,UI/UX Design",3,3,7,5,2,1,2,Marketing Manager
user_3716,Entrepreneurship,Astronomy,Associate's,46,"Foreign Languages,Programming,Empathy,Sewing,Video Editing",2,3,6,2,8,5,4,Cybersecurity Specialist
user_3717,Gaming,Singing,Master's,54,"Cybersecurity,Time Management,Programming",4,2,7,10,7,5,7,Biomedical Engineer
user_3718,DIY,Running,Associate's,25,"Electrical Repair,Robotics",7,7,2,3,5,8,7,Chef
user_3719,Reading,Meditation,Vocational,45,"AI Prompt Engineering,Driving,Weightlifting,Financial Literacy",1,3,9,3,8,8,5,Actor
user_3720,Gardening,Video Gaming,Bachelor's,33,"Critical Thinking,Research,Electrical Repair,Driving",9,3,1,1,2,4,8,Actor
user_3721,Astronomy,Painting,Doctorate,34,"Weightlifting,Sewing,Public Speaking",5,7,6,4,6,3,2,Electrician
user_3722,Animals,Running,Vocational,20,"Project Management,Empathy",1,4,1,5,4,4,1,Farm Worker
user_3723,Writing,Singing,Associate's,30,"Digital Marketing,Leadership,Singing",5,1,10,10,6,6,6,UX Designer
user_3724,Volunteering,Reading,Doctorate,25,"Critical Thinking,First Aid,Empathy",5,7,3,10,1,7,6,Registered Nurse
user_3725,Collecting,Chess,Bachelor's,30,"Public Speaking,First Aid,Carpentry,Research,Financial Literacy",2,5,2,6,3,4,9,Plumber
user_3726,Volunteering,Fishing,Associate's,40,"Foreign Languages,Financial Literacy",10,4,6,8,7,4,4,Sales Representative
user_3727,Travel,Swimming,High School,43,"Programming,Photography,Writing",7,1,3,1,8,1,8,Journalist
user_3728,Writing,Swimming,Master's,59,"Foreign Languages,Programming,Electrical Repair,Cybersecurity,AI Prompt Engineering",1,5,7,7,1,1,6,Electrician
user_3729,Travel,Chess,Associate's,57,"Financial Literacy,Video Editing",2,6,10,1,3,9,8,Sales Representative
user_3730,Magic,Fishing,Bachelor's,37,"AI Prompt Engineering,UI/UX Design",5,6,1,9,10,1,7,Psychologist
user_3731,Cars,Photography,Doctorate,42,"UI/UX Design,Foreign Languages",10,4,2,4,4,4,7,Sales Representative
user_3732,Photography,Hiking,Vocational,65,"First Aid,Robotics,Negotiation,Research,Leadership",2,7,5,10,5,7,2,Dentist
user_3733,History,Cycling,Associate's,44,"Critical Thinking,Financial Literacy,Sewing,Programming,Writing",10,5,10,2,8,10,1,UX Designer
user_3734,Art,Knitting,High School,27,"Project Management,First Aid,UI/UX Design",9,10,8,2,5,8,1,Plumber
user_3735,Languages,Reading,Doctorate,60,"Carpentry,Robotics",2,10,8,10,8,7,5,Actor
user_3736,Gardening,Knitting,High School,27,"Foreign Languages,Project Management,Cooking,Time Management",6,2,3,6,2,7,3,AI Engineer
user_3737,Acting,Singing,Master's,60,"Writing,Critical Thinking,Video Editing,Time Management",8,9,6,2,4,7,9,UX Designer
user_3738,Entrepreneurship,Playing Guitar,Associate's,61,"Robotics,Public Speaking",3,8,3,10,2,8,2,Mechanic
user_3739,Animals,Fitness,Bachelor's,34,"First Aid,Empathy,Critical Thinking",4,2,4,5,10,5,7,Registered Nurse
user_3740,Chess,Traveling,Vocational,24,"Singing,Cooking,Carpentry",3,3,10,4,2,2,5,Psychologist
user_3741,Chess,Meditation,Doctorate,46,"First Aid,Conflict Resolution",10,10,9,9,4,2,3,Cybersecurity Specialist
user_3742,Languages,Yoga,Vocational,63,"Weightlifting,Leadership,First Aid",6,2,3,10,10,4,9,Plumber
user_3743,Fitness,Meditation,High School,34,"Foreign Languages,Robotics,First Aid,Carpentry,Electrical Repair",4,1,1,10,3,1,2,Farm Worker
user_3744,Acting,Board Games,Master's,27,"Public Speaking,Graphic Design,Data Analysis,Video Editing",3,9,1,2,7,9,1,Financial Analyst
user_3745,Technology,Skiing,Doctorate,59,"Electrical Repair,Writing",3,2,9,9,10,1,7,Statistician
user_3746,Sports,Origami,High School,21,"Foreign Languages,Driving,Weightlifting",8,2,7,2,8,3,8,Electrician
user_3747,Travel,Writing,High School,62,"Data Analysis,Robotics,Graphic Design,Singing,Foreign Languages",10,9,2,5,3,2,9,Statistician
user_3748,Fitness,Writing,Associate's,56,"Carpentry,Weightlifting,Time Management",5,7,9,10,8,7,2,Statistician
user_3749,Volunteering,Fitness,Bachelor's,36,"First Aid,Critical Thinking,Empathy",6,6,8,2,10,6,6,Registered Nurse
user_3750,Photography,Running,Bachelor's,38,"Electrical Repair,Video Editing",8,4,8,3,8,3,6,Journalist
user_3751,Dancing,Reading,Bachelor's,23,"Leadership,Public Speaking,Empathy",10,10,9,3,5,9,7,Elementary Teacher
user_3752,Volunteering,Reading,Bachelor's,47,"Public Speaking,Weightlifting",10,2,3,1,5,6,10,UX Designer
user_3753,Volunteering,Writing,Associate's,38,"Cooking,Empathy,First Aid",7,9,2,10,7,7,3,Electrician
user_3754,Fashion,Board Games,Doctorate,40,"UI/UX Design,Sewing,Robotics,Public Speaking,Leadership",2,6,2,9,1,8,8,Financial Analyst
user_3755,Meditation,Chess,Associate's,35,"Programming,Data Analysis,Critical Thinking",1,1,3,7,7,9,10,Data Scientist
user_3756,Volunteering,Collecting Stamps,High School,29,"Negotiation,Project Management,AI Prompt Engineering,Data Analysis",7,6,4,10,8,10,5,Marketing Manager
user_3757,Reading,Singing,Bachelor's,51,"UI/UX Design,Time Management,Robotics,Carpentry",8,3,6,5,6,3,9,Journalist
user_3758,DIY,Meditation,Doctorate,22,"Carpentry,Weightlifting,Empathy",10,5,4,10,8,2,6,Social Worker
user_3759,Reading,Crafts,Master's,41,"Public Speaking,Empathy",8,5,10,2,10,3,9,Elementary Teacher
user_3760,Gaming,Reading,Bachelor's,31,"Programming,Data Analysis,Critical Thinking",10,10,4,5,8,9,8,Software Engineer
user_3761,History,Hiking,High School,62,"Project Management,Data Analysis,UI/UX Design,Sewing,Empathy",8,9,3,2,10,3,8,Farm Worker
user_3762,Cooking,Running,Bachelor's,33,"Negotiation,Driving,Electrical Repair,UI/UX Design",7,4,6,9,8,4,2,Chef
user_3763,Gaming,Knitting,Bachelor's,35,"Foreign Languages,Research,UI/UX Design,Critical Thinking",5,4,2,4,3,9,2,Psychologist
user_3764,Chess,Playing Guitar,Doctorate,64,"AI Prompt Engineering,Cybersecurity,Public Speaking",5,7,1,9,5,7,8,Electrician
user_3765,Psychology,Cycling,Master's,48,"Data Analysis,Research,UI/UX Design,Writing,AI Prompt Engineering",1,9,5,9,2,6,3,Environmental Scientist
user_3766,Psychology,Reading,Bachelor's,58,"Sewing,Foreign Languages,Graphic Design",4,3,1,5,1,7,4,Psychologist
user_3767,Meditation,Scuba Diving,Doctorate,55,"Time Management,AI Prompt Engineering,UI/UX Design,Conflict Resolution,Graphic Design",2,2,4,1,8,4,7,Journalist
user_3768,Animals,Swimming,Master's,46,"Video Editing,Carpentry",7,7,8,2,5,2,7,Farm Worker
user_3769,Volunteering,Volunteering,Bachelor's,50,"First Aid,Empathy",2,6,2,10,8,1,10,Registered Nurse
user_3770,Meditation,Chess,Master's,57,"Singing,Robotics,First Aid",3,7,8,9,7,2,8,Financial Analyst
user_3771,Cars,Cycling,Vocational,19,"Data Analysis,Project Management,Empathy,Video Editing,Leadership",8,4,8,1,2,5,5,UX Designer
user_3772,Collecting,Collecting Stamps,Doctorate,26,"Singing,Research,Data Analysis,Empathy,Project Management",6,10,9,4,4,10,10,Journalist
user_3773,Chess,Singing,Associate's,28,"Cooking,Graphic Design",2,3,7,2,1,10,2,Lawyer
user_3774,Magic,Dancing,Vocational,56,"Writing,Foreign Languages,Cybersecurity",8,4,3,7,5,3,7,Dentist
user_3775,Acting,Singing,Vocational,39,"Writing,Driving,AI Prompt Engineering",5,4,5,1,8,2,7,UX Designer
user_3776,Collecting,Scuba Diving,Associate's,51,"Programming,Financial Literacy,Cooking,Video Editing,First Aid",2,4,2,1,7,7,7,HR Manager
user_3777,Dancing,Hiking,Doctorate,40,"Programming,AI Prompt Engineering,Time Management,Public Speaking,Graphic Design",5,9,1,7,9,2,1,Psychologist
user_3778,Travel,Writing,Vocational,45,"Digital Marketing,Writing,Cooking",1,6,5,4,3,3,7,Cybersecurity Specialist
user_3779,Collecting,Gardening,Bachelor's,62,"Electrical Repair,Robotics,Cooking",10,5,6,9,8,1,3,Chef
user_3780,Art,Baking,High School,44,"Critical Thinking,Data Analysis,Negotiation,Leadership,Video Editing",8,10,6,3,5,1,9,Chef
user_3781,Astronomy,Swimming,Associate's,37,"Financial Literacy,Digital Marketing,Conflict Resolution,Sewing,Time Management",3,2,5,9,2,10,7,Psychologist
user_3782,Fitness,Baking,Associate's,23,"Cybersecurity,Conflict Resolution",7,1,1,3,3,3,7,Construction Worker
user_3783,Acting,Yoga,Vocational,35,"Weightlifting,Electrical Repair",9,2,5,9,1,9,10,AI Engineer
user_3784,Acting,Writing,High School,62,"Conflict Resolution,Time Management",4,7,9,8,6,8,5,Biomedical Engineer
user_3785,Gaming,Chess,Master's,40,"Data Analysis,Programming,Critical Thinking",10,1,5,1,9,1,9,Software Engineer
user_3786,Fashion,Hiking,Bachelor's,33,"Public Speaking,Leadership,Empathy",10,6,4,6,4,3,5,Elementary Teacher
user_3787,Gaming,Origami,Associate's,43,"Research,Sewing,UI/UX Design,Public Speaking,Robotics",10,1,3,9,9,6,5,Lawyer
user_3788,Art,Painting,Bachelor's,23,"Negotiation,Conflict Resolution,Research,First Aid",3,8,8,2,5,2,1,Construction Worker
user_3789,DIY,Swimming,Master's,50,"Research,Conflict Resolution",10,1,5,10,6,3,7,Chef
user_3790,Dancing,Rock Climbing,Vocational,49,"Robotics,Sewing,Singing",2,2,3,3,4,2,5,Marketing Manager
user_3791,Art,Cooking,Master's,38,"First Aid,UI/UX Design,Singing,Cooking",10,10,8,6,3,7,6,Social Worker
user_3792,Fitness,Yoga,Vocational,27,"Cybersecurity,UI/UX Design",9,2,2,7,1,10,7,HR Manager
user_3793,Entrepreneurship,Photography,Associate's,24,"Weightlifting,Sewing",1,4,8,5,10,3,2,Financial Analyst
user_3794,Psychology,Fitness,High School,45,"Critical Thinking,First Aid,Empathy",4,10,5,8,7,5,7,Registered Nurse
user_3795,Meditation,Scuba Diving,Doctorate,64,"Time Management,Cooking",2,10,9,1,10,6,10,Biomedical Engineer
user_3796,Meditation,Rock Climbing,Bachelor's,26,"Empathy,Data Analysis,Public Speaking,Digital Marketing",2,6,4,1,9,8,1,AI Engineer
user_3797,Astronomy,Swimming,Doctorate,57,"Singing,Financial Literacy,UI/UX Design,Conflict Resolution,Electrical Repair",1,7,5,2,1,9,1,UX Designer
user_3798,Reading,Bird Watching,Vocational,29,"Sewing,Leadership,Cooking,Negotiation",2,6,8,1,4,5,4,Mechanic
user_3799,Cars,Skiing,Associate's,49,"Cooking,Weightlifting",9,4,4,5,10,5,4,Electrician
user_3800,Chess,Running,Associate's,31,"Leadership,Video Editing,Empathy",4,7,10,4,5,2,2,AI Engineer
user_3801,Art,Swimming,Associate's,31,"Robotics,Programming,Negotiation",5,1,7,10,7,6,2,Construction Worker
user_3802,Gardening,Swimming,Vocational,57,"Public Speaking,Time Management,Research",3,3,5,2,2,8,8,Civil Engineer
user_3803,Volunteering,Reading,Vocational,28,"Leadership,Public Speaking,Empathy",10,4,7,1,10,10,8,Elementary Teacher
user_3804,Music,Crafts,Master's,56,"Empathy,Public Speaking,Leadership",10,5,2,3,4,1,8,Elementary Teacher
user_3805,Astronomy,Gardening,Master's,43,"Project Management,Negotiation,Foreign Languages,Photography",9,6,2,7,1,4,2,Mechanic
user_3806,Travel,Running,High School,37,"Robotics,First Aid,Public Speaking,Digital Marketing",3,8,5,2,6,5,7,Mechanic
user_3807,Acting,Bird Watching,High School,57,"Financial Literacy,Programming,Writing",5,5,2,2,5,9,7,Plumber
user_3808,Fitness,Fishing,Vocational,51,"Sewing,Carpentry",10,2,7,7,1,5,1,Statistician
user_3809,Fashion,Gardening,High School,48,"Graphic Design,Negotiation,Cybersecurity",2,9,5,8,5,5,1,Mechanic
user_3810,Cooking,Scuba Diving,Bachelor's,37,"Digital Marketing,Project Management,Electrical Repair",3,5,5,6,1,4,9,Civil Engineer
user_3811,Gardening,Cooking,Doctorate,30,"Conflict Resolution,Cooking,Photography",8,8,5,3,3,7,8,Sales Representative
user_3812,Magic,Writing,Master's,24,"Empathy,Public Speaking,Leadership",6,6,9,9,6,10,10,Elementary Teacher
user_3813,Film,Traveling,Associate's,35,"Research,Conflict Resolution,Singing,Cooking",4,10,2,2,2,4,1,Farm Worker
user_3814,Animals,Volunteering,High School,58,"Public Speaking,Leadership,Empathy",3,10,9,4,4,2,3,Elementary Teacher
user_3815,Fashion,Yoga,Master's,52,"Graphic Design,Weightlifting,Programming,Negotiation,First Aid",9,5,1,5,4,9,1,Statistician
user_3816,Writing,Fishing,Vocational,57,"Video Editing,Project Management,Weightlifting",4,4,10,4,7,5,7,Journalist
user_3817,Magic,Origami,Master's,27,"Negotiation,Critical Thinking",9,9,9,6,1,8,4,HR Manager
user_3818,Cars,Collecting Stamps,Doctorate,21,"Weightlifting,Writing,Carpentry,Foreign Languages,AI Prompt Engineering",3,6,3,4,3,1,10,Dentist
user_3819,Art,Bird Watching,High School,22,"Sewing,Public Speaking,Programming",9,5,1,8,6,9,9,Actor
user_3820,Animals,Collecting Stamps,Vocational,22,"Leadership,Weightlifting,Cooking,Writing,Robotics",8,4,5,1,6,4,9,Psychologist
user_3821,Astronomy,Origami,Doctorate,30,"Time Management,Robotics,Video Editing,UI/UX Design,Writing",3,9,1,4,7,8,2,Plumber
user_3822,Gardening,Reading,Master's,44,"Programming,Critical Thinking,Data Analysis",9,4,5,1,7,3,7,Data Scientist
user_3823,Collecting,Chess,Doctorate,34,"Critical Thinking,Programming,Data Analysis",9,9,4,7,9,1,9,Data Scientist
